,wilcox_stat,wilcox_pval,cohens_d,adjusted_pval,metadata_r_id,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
RE1573M_neg,846.0,0.024429771215977253,0.35669646975384783,0.10787064520027795,RE1573M,RE1573,"1.00 * cis,cis-3,6-Dodecadienoyl-CoA [m] --> 1.00 * trans,cis-Lauro-2,6-dienoyl-CoA [m]
ECI1; ECI3; EHHADH",ECI1; ECI3; EHHADH,Fatty acid oxidation,5.3.3.8,0.0
RE1573M_pos,812.0,0.06193063821391844,0.3136631531047312,0.17542987461116472,RE1573M,RE1573,"1.00 * cis,cis-3,6-Dodecadienoyl-CoA [m] --> 1.00 * trans,cis-Lauro-2,6-dienoyl-CoA [m]
ECI1; ECI3; EHHADH",ECI1; ECI3; EHHADH,Fatty acid oxidation,5.3.3.8,0.0
RE1691M_pos,741.0,0.28645411100010976,0.2336101473635098,0.4124207127970296,RE1691M,RE1691,"1.00 * hydrogen cyanide [m] + 1.00 * thiosulfate(2-) [m] --> 1.00 * proton [m] + 1.00 * Sulfite [m] + 1.00 * thiocyanate [m]
TST",TST,Miscellaneous,2.8.1.1,0.0
RE1709N_neg,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE1709N,RE1709,"1.00 * 4a-hydroxytetrahydrobiopterin [n] --> 1.00 * Water [n] + 1.00 * O2'-4a-cyclic-tetrahydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE1709N_pos,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE1709N,RE1709,"1.00 * 4a-hydroxytetrahydrobiopterin [n] --> 1.00 * Water [n] + 1.00 * O2'-4a-cyclic-tetrahydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE1796M_neg,454.5,0.016112972091557192,-0.26797614445096735,0.08137424468185954,RE1796M,RE1796,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 20-hydroxycholesterol [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [m]
HSD3B2",HSD3B2,Bile acid synthesis,5.3.3.1,0.0
RE1796M_pos,754.0,0.2252947118518287,0.0558229195694677,0.35901022724986603,RE1796M,RE1796,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 20-hydroxycholesterol [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [m]
HSD3B2",HSD3B2,Bile acid synthesis,5.3.3.1,0.0
RE1796R_neg,771.0,0.16022242002132958,0.33170243349275025,0.2940335621565259,RE1796R,RE1796,"1.00 * Nicotinamide adenine dinucleotide [r] + 1.00 * 20-hydroxycholesterol [r] --> 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [r]
HSD3B2",HSD3B2,Bile acid synthesis,5.3.3.1,0.0
RE1796R_pos,659.0,0.8878728055527096,-0.05685538975341859,0.9173515864485309,RE1796R,RE1796,"1.00 * Nicotinamide adenine dinucleotide [r] + 1.00 * 20-hydroxycholesterol [r] --> 1.00 * proton [r] + 1.00 * Nicotinamide adenine dinucleotide - reduced [r] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [r]
HSD3B2",HSD3B2,Bile acid synthesis,5.3.3.1,0.0
RE1810M_neg,772.0,0.15689159333010108,0.14586926247547619,0.28954717944428426,RE1810M,RE1810,"2.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [m] --> 2.00 * proton [m] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [m]
No genes",,Bile acid synthesis,1.1.1.50,0.0
RE1810M_pos,641.0,0.9595178048513721,-0.02960535746409834,0.9705074840897254,RE1810M,RE1810,"2.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [m] --> 2.00 * proton [m] + 2.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [m]
No genes",,Bile acid synthesis,1.1.1.50,0.0
RE1834C_pos,733.0,0.32921567064347534,0.09619584105471829,0.45122156200820285,RE1834C,RE1834,"1.00 * Water [c] + 1.00 * choloyl-CoA(4-) [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * Cholate [c]
ACOT2; ACOT6; ACOT8; BAAT",ACOT2; ACOT6; ACOT8; BAAT,Bile acid synthesis,3.1.2.2,0.0
RE1835C_pos,728.0,0.3579405763949812,0.08594424390449662,0.4755319509536902,RE1835C,RE1835,"1.00 * Water [c] + 1.00 * chenodeoxycholoyl coenzyme a [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * chenodeoxycholate [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Bile acid synthesis,3.1.2.2,0.0
RE1836X_pos,839.0,0.02990516464565861,0.3848820659142721,0.12268063462610108,RE1836X,RE1836,"1.00 * Coenzyme A [x] + 1.00 * O2 [x] + 1.00 * 3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA [x] --> 1.00 * Water [x] + 1.00 * chenodeoxycholoyl coenzyme a [x] + 1.00 * Propanoyl-CoA [x]
SCP2",SCP2,Bile acid synthesis,2.3.1.154,0.0
RE1845C_neg,717.0,0.42648579645928475,0.12771739481591105,0.5293608128891597,RE1845C,RE1845,"1.00 * Taurine [c] + 1.00 * chenodeoxycholoyl coenzyme a [c] --> 1.00 * Coenzyme A [c] + 1.00 * taurochenodeoxycholate [c]
BAAT",BAAT,Bile acid synthesis,2.3.1.65,0.0
RE1845C_pos,717.0,0.42648579645928475,0.12385734565877826,0.5293608128891597,RE1845C,RE1845,"1.00 * Taurine [c] + 1.00 * chenodeoxycholoyl coenzyme a [c] --> 1.00 * Coenzyme A [c] + 1.00 * taurochenodeoxycholate [c]
BAAT",BAAT,Bile acid synthesis,2.3.1.65,0.0
RE1845X_neg,717.0,0.42648579645928475,0.12385734565877826,0.5293608128891597,RE1845X,RE1845,"1.00 * Taurine [x] + 1.00 * chenodeoxycholoyl coenzyme a [x] --> 1.00 * Coenzyme A [x] + 1.00 * taurochenodeoxycholate [x]
BAAT",BAAT,Bile acid synthesis,2.3.1.65,0.0
RE1845X_pos,717.0,0.42648579645928475,0.12771739481591105,0.5293608128891597,RE1845X,RE1845,"1.00 * Taurine [x] + 1.00 * chenodeoxycholoyl coenzyme a [x] --> 1.00 * Coenzyme A [x] + 1.00 * taurochenodeoxycholate [x]
BAAT",BAAT,Bile acid synthesis,2.3.1.65,0.0
RE1860E_pos,,1.0,,1.0,RE1860E,RE1860,"1.00 * Water [e] + 1.00 * 2',3'-cyclic UMP(1-) [e] --> 1.00 * proton [e] + 1.00 * 3'-UMP(2-) [e]
CNP",CNP,Miscellaneous,3.1.4.37,0.0
RE1897C_neg,783.0,0.12363827132914834,-0.15570250447560513,0.2516275624839565,RE1897C,RE1897,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Spermidine [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium [c]
No genes",,Urea cycle,2.5.1.46,0.0
RE1897C_pos,697.0,0.5689318258948983,-0.029328612084448556,0.6561894603288317,RE1897C,RE1897,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * Spermidine [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium [c]
No genes",,Urea cycle,2.5.1.46,0.0
RE1898C_neg,783.0,0.12363827132914834,-0.15570250447560513,0.2516275624839565,RE1898C,RE1898,"1.00 * N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium [c] --> 1.00 * trimethylenediaminium [c] + 1.00 * 1-pyrrolinium [c]
No genes",,Urea cycle,2.5.1.46,0.0
RE1898C_pos,697.0,0.5689318258948983,-0.0293286120844447,0.6561894603288317,RE1898C,RE1898,"1.00 * N-[(E)-4-ammoniobutylidene]propane-1,3-diaminium [c] --> 1.00 * trimethylenediaminium [c] + 1.00 * 1-pyrrolinium [c]
No genes",,Urea cycle,2.5.1.46,0.0
RE1957R_pos,775.0,0.14721397969617997,0.2986768398925017,0.27812759679518245,RE1957R,RE1957,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,4,5-trisphosphate(7-) [r]
PIP4K2A; PIP4K2B; PIP4K2C",PIP4K2A; PIP4K2B; PIP4K2C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2147C_pos,738.0,0.3020283327187192,0.14789827970403077,0.42758993811023177,RE2147C,RE2147,"1.00 * UDP-D-glucuronate [c] + 1.00 * 13-cis-retinoate [c] --> 1.00 * UDP [c] + 1.00 * 13-cis-retinoyl glucuronide [c]
UGT1A1",UGT1A1,Vitamin A metabolism,2.4.1.17,0.0
RE2269E_pos,630.0,0.8612088884052975,-0.07884265547060684,0.8943270436562243,RE2269E,RE2269,"2.00 * Water [e] + 1.00 * kinetensin [e] --> 1.00 * L-leucine [e] + 1.00 * L-phenylalanine [e] + 1.00 * kinetensin 1-7 [e]
CMA1",CMA1,Miscellaneous,3.4.21.39,0.0
RE2349C_neg,522.5,0.04462491349205095,-0.40166093542550546,0.15405378218201424,RE2349C,RE2349,"1.00 * 2-Oxoglutarate [c] + 1.00 * 3-hydroxy-L-kynurenine [c] --> 1.00 * Water [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * Xanthurenic acid [c]
KYAT1",KYAT1,Tryptophan metabolism,2.6.1.7,0.0
RE2349C_pos,859.0,0.016532703477823957,0.5696574353360667,0.08310862863659967,RE2349C,RE2349,"1.00 * 2-Oxoglutarate [c] + 1.00 * 3-hydroxy-L-kynurenine [c] --> 1.00 * Water [c] + 1.00 * L-glutamate(1-) [c] + 1.00 * Xanthurenic acid [c]
KYAT1",KYAT1,Tryptophan metabolism,2.6.1.7,0.0
RE2404C_pos,886.0,0.00690294404223048,0.49661668744780296,0.05017879790431167,RE2404C,RE2404,"1.00 * UDP-D-glucuronate [c] + 1.00 * 3'-carboxy-alpha-chromanol [c] --> 1.00 * UDP [c] + 1.00 * alpha-CEHC-glucuronide [c]
UGT1A1",UGT1A1,Miscellaneous,2.4.1.17,0.0
RE2405C_pos,886.0,0.00690294404223048,0.49661668744780296,0.05017879790431167,RE2405C,RE2405,"1.00 * UDP-D-glucuronate [c] + 1.00 * gama-carboxyethyl-hydroxychroman [c] --> 1.00 * UDP [c] + 1.00 * gama-CEHC-glucuronide [c]
UGT1A1",UGT1A1,Miscellaneous,2.4.1.17,0.0
RE2513E_pos,752.0,0.23404269335962813,0.1919698667409105,0.36389935786466093,RE2513E,RE2513,"1.00 * proton [e] + 1.00 * Chloride [e] + 1.00 * Hydrogen peroxide [e] --> 1.00 * Water [e] + 1.00 * hypochlorous acid [e]
LPO",LPO,Miscellaneous,1.11.1.7,0.0
RE2514E_neg,,1.0,,1.0,RE2514E,RE2514,"1.00 * proton [e] + 1.00 * Nitrite [e] + 1.00 * hypochlorous acid [e] --> 1.00 * Water [e] + 1.00 * nitryl chloride [e]
LPO",LPO,Miscellaneous,1.11.1.7,0.0
RE2541C_pos,886.0,0.00690294404223048,0.49661668744780346,0.05017879790431167,RE2541C,RE2541,"1.00 * Water [c] + 1.00 * gama-CEHC-glucuronide [c] --> 1.00 * proton [c] + 1.00 * D-glucuronate [c] + 1.00 * gama-carboxyethyl-hydroxychroman [c]
KL",KL,Miscellaneous,3.2.1.31,0.0
RE2541E_pos,,1.0,,1.0,RE2541E,RE2541,"1.00 * Water [e] + 1.00 * gama-CEHC-glucuronide [e] --> 1.00 * proton [e] + 1.00 * D-glucuronate [e] + 1.00 * gama-carboxyethyl-hydroxychroman [e]
KL",KL,Miscellaneous,3.2.1.31,0.0
RE2649C_neg,885.0,0.007140688689909004,0.6304176187296182,0.05161991215548157,RE2649C,RE2649,"1.00 * Water [c] + 1.00 * Propanoyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Bile acid synthesis,3.1.2.2,0.0
RE2649C_pos,898.0,0.004556142821947797,0.6986930182310167,0.037832774258486475,RE2649C,RE2649,"1.00 * Water [c] + 1.00 * Propanoyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c]
ACOT2; ACOT6; BAAT",ACOT2; ACOT6; BAAT,Bile acid synthesis,3.1.2.2,0.0
RE2649M_pos,662.0,0.8612088884052975,-0.1307609465806965,0.8943270436562243,RE2649M,RE2649,"1.00 * Water [m] + 1.00 * Propanoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * propionate [m]
ACOT2; ACOT7",ACOT2; ACOT7,Bile acid synthesis,3.1.2.2,0.0
RE2660N_neg,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE2660N,RE2660,"1.00 * O2'-4a-cyclic-tetrahydrobiopterin [n] --> 1.00 * quinonoid dihydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE2660N_pos,931.0,0.0013316158918292422,0.5841702289938867,0.014195937770153504,RE2660N,RE2660,"1.00 * O2'-4a-cyclic-tetrahydrobiopterin [n] --> 1.00 * quinonoid dihydrobiopterin [n]
PCBD1; PCBD2",PCBD1; PCBD2,Tetrahydrobiopterin metabolism,4.2.1.96,0.0
RE2677C_pos,740.0,0.2915841050256357,0.08405816442343476,0.41559479309542624,RE2677C,RE2677,"1.00 * UDP-D-galactose(2-) [c] + 1.00 * N-acylsphingosine [c] --> 1.00 * proton [c] + 1.00 * UDP [c] + 1.00 * D-galactosyl-N-acylsphingosine [c]
No genes",,Glycosphingolipid metabolism,2.4.1.47,0.0
RE2677G_pos,726.0,0.3698592993414419,0.02999930858221592,0.4879960915127039,RE2677G,RE2677,"1.00 * UDP-D-galactose(2-) [g] + 1.00 * N-acylsphingosine [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * D-galactosyl-N-acylsphingosine [g]
No genes",,Glycosphingolipid metabolism,2.4.1.47,0.0
RE2759X_neg,824.0,0.04526875894763675,0.14734221005882675,0.15423948890657257,RE2759X,RE2759,"1.00 * (2S)-pristanoyl-CoA [x] --> 1.00 * (2R)-pristanoyl-CoA [x]
AMACR",AMACR,Fatty acid oxidation,5.1.99.4,0.0
RE2759X_pos,824.0,0.04526875894763675,0.14734221005882675,0.15423948890657257,RE2759X,RE2759,"1.00 * (2S)-pristanoyl-CoA [x] --> 1.00 * (2R)-pristanoyl-CoA [x]
AMACR",AMACR,Fatty acid oxidation,5.1.99.4,0.0
RE2799C_neg,830.0,0.03846856723477108,0.3618638334169658,0.13797589839694238,RE2799C,RE2799,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * prostaglandin F2alpha(1-) [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * prostaglandin H2(1-) [c]
No genes",,Eicosanoid metabolism,1.1.1.188,0.0
RE2799C_pos,944.0,0.0007916045984509524,0.594064185216798,0.009270853137772355,RE2799C,RE2799,"1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * prostaglandin F2alpha(1-) [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * prostaglandin H2(1-) [c]
No genes",,Eicosanoid metabolism,1.1.1.188,0.0
RE2888E_pos,800.0,0.08337412080569187,0.2506422915014766,0.2056037281000741,RE2888E,RE2888,"1.00 * Hydrogen peroxide [e] + 1.00 * Urate [e] --> 1.00 * Urea [e] + 1.00 * alloxan [e]
LPO",LPO,Purine catabolism,1.11.1.7,0.0
RE2954C_neg,1163.0,5.678173406523718e-09,1.2647698132102838,3.092238600969375e-06,RE2954C,RE2954,"1.00 * proton [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * dTDP [c] --> 1.00 * pyruvate [c] + 1.00 * dTTP [c]
PKM",PKM,Pyrimidine synthesis,2.7.1.40,0.0
RE2954C_pos,1028.0,1.6834161734239145e-05,1.0340177114665492,0.0004059455606393093,RE2954C,RE2954,"1.00 * proton [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * dTDP [c] --> 1.00 * pyruvate [c] + 1.00 * dTTP [c]
PKM",PKM,Pyrimidine synthesis,2.7.1.40,0.0
RE2972M_pos,800.0,0.08337412080569187,0.2182202001841271,0.2056037281000741,RE2972M,RE2972,"1.00 * ATP [m] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * phosphatidylinositol 4,5-bisphosphate [m]
PI4KA; PI4KB",PI4KA; PI4KB,Phosphatidylinositol phosphate metabolism,2.7.1.67,0.0
RE2973C_neg,931.0,0.0013316158918292422,0.6126710363756748,0.014195937770153504,RE2973C,RE2973,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [c]
PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CG",PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CG,Phosphatidylinositol phosphate metabolism,2.7.1.137,0.0
RE2973C_pos,770.0,0.16360642775561074,0.2034710822166269,0.2967438260846284,RE2973C,RE2973,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [c]
PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CG",PIK3C2A; PIK3C2B; PIK3C2G; PIK3C3; PIK3CA; PIK3CB; PIK3CG,Phosphatidylinositol phosphate metabolism,2.7.1.137,0.0
RE2973N_neg,861.0,0.015541954481439718,0.46076504979163857,0.07891738347801752,RE2973N,RE2973,"1.00 * ATP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [n]
PIK3C2A; PIK3C2B; PIK3C2G",PIK3C2A; PIK3C2B; PIK3C2G,Phosphatidylinositol phosphate metabolism,2.7.1.137,0.0
RE2973N_pos,516.0,0.14409162499280112,-0.3620567762945555,0.2739711286959428,RE2973N,RE2973,"1.00 * ATP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [n]
PIK3C2A; PIK3C2B; PIK3C2G",PIK3C2A; PIK3C2B; PIK3C2G,Phosphatidylinositol phosphate metabolism,2.7.1.137,0.0
RE2973R_neg,663.0,0.852354409854944,-0.038160308800868945,0.8871056009558942,RE2973R,RE2973,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 5-phosphate(3-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [r]
PIK3C2A; PIK3C2B; PIK3C2G",PIK3C2A; PIK3C2B; PIK3C2G,Phosphatidylinositol phosphate metabolism,2.7.1.137,0.0
RE2974C_neg,770.0,0.16360642775561074,0.203471082216627,0.2967438260846284,RE2974C,RE2974,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [c]
PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C",PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2974C_pos,931.0,0.0013316158918292422,0.6126710363756747,0.014195937770153504,RE2974C,RE2974,"1.00 * ATP [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [c]
PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C",PIP4K2A; PIP4K2B; PIP4K2C; PIP5K1A; PIP5K1B; PIP5K1C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2974N_neg,516.0,0.14409162499280112,-0.3620567762945555,0.2739711286959428,RE2974N,RE2974,"1.00 * ATP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [n]
No genes",,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2974N_pos,861.0,0.015541954481439718,0.46076504979160976,0.07891738347801752,RE2974N,RE2974,"1.00 * ATP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [n] --> 1.00 * proton [n] + 1.00 * ADP [n] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [n]
No genes",,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2974R_pos,663.0,0.852354409854944,-0.03816030880086893,0.8871056009558942,RE2974R,RE2974,"1.00 * ATP [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3-phosphate(3-) [r] --> 1.00 * ADP [r] + 1.00 * proton [r] + 1.00 * 1-phosphatidyl-1D-myo-inositol 3,5-bisphosphate(5-) [r]
PIP4K2A; PIP4K2B; PIP4K2C",PIP4K2A; PIP4K2B; PIP4K2C,Phosphatidylinositol phosphate metabolism,2.7.1.68,0.0
RE2985X_pos,872.0,0.010972461876767437,0.4593295848452532,0.06524571279770264,RE2985X,RE2985,"1.00 * O2 [x] + 1.00 * arachidonoyl-CoA(4-) [x] --> 1.00 * Hydrogen peroxide [x] + 1.00 * 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [x]
ACOX1; ACOX2; ACOX3",ACOX1; ACOX2; ACOX3,Fatty acid oxidation,1.3.3.6,0.0
RE2986X_pos,872.0,0.010972461876767437,0.45932958484525294,0.06524571279770264,RE2986X,RE2986,"1.00 * Water [x] + 1.00 * trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [x] --> 1.00 * 3(S)-hydroxy-dihomo-gama-linolenoyl-CoA [x]
EHHADH",EHHADH,Fatty acid oxidation,4.2.1.17,0.0
RE2987X_pos,872.0,0.010972461876767437,0.4593295848452533,0.06524571279770264,RE2987X,RE2987,"1.00 * Nicotinamide adenine dinucleotide [x] + 1.00 * 3(S)-hydroxy-dihomo-gama-linolenoyl-CoA [x] --> 1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide - reduced [x] + 1.00 * 3-oxo-dihomo-gama-linolenoyl-CoA [x]
EHHADH; HSD17B4",EHHADH; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
RE2988X_pos,872.0,0.010972461876767437,0.4593295848452532,0.06524571279770264,RE2988X,RE2988,"1.00 * Coenzyme A [x] + 1.00 * 3-oxo-dihomo-gama-linolenoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * gamma-linolenoyl-CoA(4-) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,0.0
RE2996X_pos,872.0,0.010972461876767437,0.45932958484525294,0.06524571279770264,RE2996X,RE2996,"1.00 * proton [x] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [x] + 1.00 * 2-trans-cis,cis,cis,cis-4,8,11,14-eicosapentaenoyl-CoA [x] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [x] + 1.00 * trans-3-cis-8,11,14-eicosatetraenoyl-CoA [x]
DECR2",DECR2,Fatty acid oxidation,1.3.1.34,0.0
RE2998M_pos,776.0,0.14409162499280112,0.10361611074173158,0.2739711286959428,RE2998M,RE2998,"1.00 * O2 [m] + 1.00 * cis,cis-myristo-5,8-dienoyl-CoA [m] --> 1.00 * Hydrogen peroxide [m] + 1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m]
ACOX1",ACOX1,Fatty acid oxidation,1.3.3.6,0.0
RE2999M_pos,846.0,0.024429771215977253,0.35669646975384783,0.10787064520027795,RE2999M,RE2999,"1.00 * trans-2-cis,cis-5,8-tetradecatrienoyl-CoA [m] --> 1.00 * (3E,5Z,8Z)-tetradecatrienoyl-CoA [m]
ECI1; ECI3; EHHADH",ECI1; ECI3; EHHADH,Fatty acid oxidation,5.3.3.8,0.0
RE3001M_pos,846.0,0.024429771215977253,0.35669646975384783,0.10787064520027795,RE3001M,RE3001,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * trans-2-cis,cis-4,8-tetradecatrienoyl-CoA [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * trans-3-cis-8-tetradecadienoyl-CoA [m]
DECR1",DECR1,Fatty acid oxidation,1.3.1.34,0.0
RE3002X_neg,872.0,0.010972461876767437,0.4593295848452531,0.06524571279770264,RE3002X,RE3002,"1.00 * trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA [x] --> 1.00 * trans-3-cis-8,11,14-eicosatetraenoyl-CoA [x]
ECI3; EHHADH",ECI3; EHHADH,Fatty acid oxidation,5.3.3.8,0.0
RE3003M_neg,846.0,0.024429771215977253,0.3566964697538478,0.10787064520027795,RE3003M,RE3003,"1.00 * trans-2-cis-8-tetradecadienoyl-CoA [m] --> 1.00 * trans-3-cis-8-tetradecadienoyl-CoA [m]
ECI1; ECI3; EHHADH",ECI1; ECI3; EHHADH,Fatty acid oxidation,5.3.3.8,0.0
RE3004M_pos,846.0,0.024429771215977253,0.35669646975384783,0.10787064520027795,RE3004M,RE3004,"1.00 * Water [m] + 1.00 * trans-2-cis-8-tetradecadienoyl-CoA [m] --> 1.00 * (3S)-3-hydroxy-cis-8-tetradecenoyl-CoA [m]
ECHS1; EHHADH; HADHA; HADHB",ECHS1; EHHADH; HADHA; HADHB,Fatty acid oxidation,4.2.1.17,0.0
RE3005M_pos,846.0,0.024429771215977253,0.3566964697538478,0.10787064520027795,RE3005M,RE3005,"1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (3S)-3-hydroxy-cis-8-tetradecenoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 3-oxo-cis-8-tetradecenoyl-CoA [m]
EHHADH; HADH; HSD17B10; HSD17B4",EHHADH; HADH; HSD17B10; HSD17B4,Fatty acid oxidation,1.1.1.35,0.0
